,season,passer_id,passer,pass,complete_pass,interception,sack,yards_gained,touchdown
344,2002,00-0004386,C.Doering,1,0.0,0.0,0.0,0.0,0.0
345,2002,00-0005091,K.Faulk,2,0.0,0.0,0.0,0.0,0.0
346,2002,00-0005106,B.Favre,661,361.0,18.0,28.0,3753.0,29.0
347,2002,00-0005180,J.Fiedler,327,179.0,9.0,13.0,1969.0,15.0
348,2002,00-0005363,D.Flutie,12,3.0,0.0,0.0,70.0,0.0
349,2002,00-0005589,G.Frerotte,102,44.0,5.0,10.0,377.0,1.0
350,2002,00-0005741,R.Gannon,842,491.0,16.0,43.0,5460.0,39.0
351,2002,00-0005755,J.Garcia,683,377.0,14.0,21.0,3955.0,25.0
352,2002,00-0006355,T.Green,528,287.0,13.0,26.0,3576.0,26.0
353,2002,00-0006423,B.Griese,511,291.0,15.0,34.0,3003.0,17.0
354,2002,00-0007091,M.Hasselbeck,488,267.0,10.0,26.0,3097.0,16.0
355,2002,00-0007308,C.Hentrich,1,1.0,0.0,0.0,17.0,0.0
356,2002,00-0007576,K.Holcomb,169,90.0,5.0,6.0,1178.0,11.0
357,2002,00-0007661,P.Holmes,1,0.0,0.0,0.0,0.0,0.0
358,2002,00-0008442,B.Johnson,610,334.0,9.0,22.0,3633.0,28.0
359,2002,00-0008560,K.Johnson,3,1.0,0.0,1.0,18.0,1.0
360,2002,00-0008568,L.Johnson,2,1.0,0.0,1.0,27.0,0.0
361,2002,00-0008598,P.Johnson,1,0.0,0.0,1.0,-7.0,0.0
362,2002,00-0008612,R.Johnson,122,58.0,2.0,19.0,510.0,1.0
363,2002,00-0009266,S.King,33,10.0,1.0,1.0,100.0,1.0
364,2002,00-0009288,T.Kirby,1,0.0,0.0,0.0,0.0,0.0
365,2002,00-0009311,J.Kitna,525,294.0,16.0,24.0,3067.0,20.0
366,2002,00-0009829,D.Levens,2,0.0,0.0,0.0,0.0,0.0
367,2002,00-0010007,K.Lockett,1,1.0,0.0,0.0,14.0,1.0
368,2002,00-0010137,R.Lucas,191,92.0,6.0,12.0,1019.0,6.0
369,2002,00-0010261,T.Maddox,528,285.0,19.0,30.0,3336.0,28.0
370,2002,00-0010346,P.Manning,677,406.0,21.0,24.0,4236.0,28.0
371,2002,00-0010442,C.Martin,1,0.0,0.0,1.0,-4.0,0.0
372,2002,00-0010455,J.Martin,212,124.0,10.0,10.0,1144.0,9.0
373,2002,00-0010560,S.Matthews,262,124.0,6.0,9.0,1228.0,11.0
374,2002,00-0010609,B.Maynard,1,1.0,0.0,0.0,12.0,1.0
375,2002,00-0011022,D.McNabb,541,257.0,7.0,32.0,2969.0,23.0
376,2002,00-0011024,S.McNair,660,349.0,17.0,24.0,4074.0,30.0
377,2002,00-0011276,J.Miller,345,180.0,9.0,16.0,1848.0,14.0
378,2002,00-0011399,B.Mitchell,1,1.0,0.0,0.0,57.0,1.0
379,2002,00-0011463,C.Mohr,1,0.0,1.0,0.0,0.0,0.0
380,2002,00-0011754,R.Moss,4,1.0,0.0,0.0,13.0,1.0
381,2002,00-0012261,N.O'Donnell,6,3.0,0.0,0.0,24.0,0.0
382,2002,00-0012478,T.Owens,1,1.0,0.0,0.0,25.0,0.0
383,2002,00-0012642,D.Patten,1,0.0,0.0,0.0,0.0,0.0
384,2002,00-0012726,D.Pederson,29,19.0,0.0,1.0,126.0,1.0
385,2002,00-0012732,R.Peete,439,223.0,14.0,31.0,2464.0,17.0
386,2002,00-0013042,J.Plummer,617,284.0,20.0,36.0,2902.0,20.0
387,2002,00-0013268,R.Proehl,2,0.0,0.0,1.0,-1.0,0.0
388,2002,00-0014384,C.Sauter,11,6.0,0.0,0.0,59.0,0.0
389,2002,00-0015082,A.Smith,38,12.0,1.0,3.0,97.0,1.0
390,2002,00-0015290,R.Smith,1,0.0,0.0,0.0,0.0,0.0
391,2002,00-0015698,J.Stewart,1,0.0,0.0,0.0,0.0,0.0
392,2002,00-0015700,K.Stewart,192,109.0,6.0,7.0,1182.0,6.0
393,2002,00-0016193,V.Testaverde,101,54.0,3.0,9.0,463.0,5.0
394,2002,00-0016683,T.Tupa,1,0.0,1.0,0.0,0.0,1.0
395,2002,00-0016689,M.Turk,1,0.0,1.0,0.0,0.0,0.0
396,2002,00-0016838,A.Van Pelt,2,2.0,0.0,0.0,5.0,0.0
397,2002,00-0017162,H.Ward,2,0.0,0.0,0.0,2.0,0.0
398,2002,00-0017200,K.Warner,253,144.0,11.0,21.0,1326.0,6.0
399,2002,00-0018333,D.Wuerffel,116,58.0,6.0,11.0,711.0,4.0
400,2002,00-0018343,F.Wycheck,2,1.0,0.0,0.0,13.0,0.0
401,2002,00-0019087,D.Johnson,64,38.0,3.0,3.0,454.0,3.0
402,2002,00-0019456,B.Urlacher,1,0.0,0.0,0.0,0.0,0.0
403,2002,00-0019559,C.Pennington,522,315.0,8.0,28.0,3386.0,26.0
404,2002,00-0019596,T.Brady,671,373.0,14.0,31.0,3623.0,29.0
405,2002,00-0019599,M.Bulger,236,138.0,6.0,12.0,1724.0,17.0
406,2002,00-0019614,M.Wiley,1,0.0,0.0,1.0,-4.0,0.0
407,2002,00-0019623,T.Rattay,48,26.0,0.0,5.0,206.0,3.0
408,2002,00-0019644,B.Franks,1,1.0,0.0,0.0,31.0,1.0
409,2002,00-0019709,C.Redman,206,97.0,3.0,11.0,969.0,8.0
410,2002,00-0019764,H.Burris,64,18.0,5.0,4.0,237.0,3.0
411,2002,00-0020214,M.Allen,1,0.0,0.0,0.0,0.0,0.0
412,2002,00-0020245,M.Vick,589,266.0,10.0,36.0,3519.0,22.0
413,2002,00-0020305,A.Feeley,173,86.0,5.0,7.0,978.0,6.0
414,2002,00-0020308,M.McMahon,180,62.0,9.0,12.0,860.0,10.0
415,2002,00-0020376,D.Brown,1,0.0,1.0,0.0,0.0,0.0
416,2002,00-0020404,Q.Carter,264,125.0,8.0,19.0,1416.0,7.0
417,2002,00-0020434,C.Weinke,49,17.0,3.0,6.0,161.0,0.0
418,2002,00-0020480,S.Rosenfels,3,0.0,0.0,0.0,0.0,0.0
419,2002,00-0020483,J.Palmer,4,3.0,0.0,0.0,30.0,0.0
420,2002,00-0020497,F.Mitchell,1,0.0,0.0,0.0,0.0,0.0
421,2002,00-0020516,T.Heap,1,0.0,0.0,0.0,0.0,0.0
422,2002,00-0020525,R.Gardner,1,0.0,0.0,0.0,0.0,0.0
423,2002,00-0020527,D.McAllister,1,0.0,0.0,1.0,-8.0,0.0
424,2002,00-0020531,D.Brees,579,320.0,16.0,24.0,3140.0,18.0
425,2002,00-0020562,C.Hutchinson,307,127.0,8.0,34.0,1355.0,10.0
426,2002,00-0020608,D.Carr,579,233.0,15.0,76.0,2370.0,13.0
427,2002,00-0020780,F.Jackson,1,0.0,0.0,0.0,0.0,0.0
428,2002,00-0021141,J.Harrington,466,215.0,16.0,8.0,2225.0,15.0
429,2002,00-0021163,J.Gaffney,1,1.0,0.0,0.0,39.0,1.0
430,2002,00-0021176,R.Caldwell,1,1.0,0.0,0.0,20.0,0.0
431,2002,00-0021190,A.Randle El,15,7.0,0.0,1.0,52.0,0.0
432,2002,00-0021206,J.McCown,27,7.0,2.0,5.0,16.0,0.0
433,2002,00-0021216,B.Westbrook,1,1.0,0.0,0.0,25.0,1.0
434,2002,00-0021231,D.Garrard,67,23.0,2.0,7.0,294.0,2.0
435,2002,00-0021235,D.Zastudil,1,0.0,0.0,0.0,0.0,0.0
436,2002,00-0021238,R.Davey,2,1.0,0.0,0.0,3.0,0.0
437,2002,00-0021254,R.Fasani,48,11.0,4.0,4.0,162.0,0.0
438,2002,00-0021379,P.Ramsey,268,117.0,8.0,18.0,1412.0,10.0
439,2003,00-0000339,R.Anderson,1,0.0,0.0,0.0,0.0,0.0
440,2003,00-0000722,T.Banks,124,61.0,3.0,13.0,662.0,5.0
441,2003,00-0000754,B.Barker,1,1.0,0.0,0.0,3.0,0.0
442,2003,00-0000865,C.Batch,10,4.0,0.0,1.0,56.0,0.0
443,2003,00-0001101,D.Bennett,1,0.0,0.0,0.0,0.0,0.0
444,2003,00-0001157,M.Berger,1,0.0,0.0,0.0,0.0,0.0
445,2003,00-0001218,S.Beuerlein,78,33.0,5.0,9.0,329.0,3.0
446,2003,00-0001335,J.Blake,426,208.0,15.0,19.0,2238.0,16.0
447,2003,00-0001361,D.Bledsoe,552,274.0,12.0,49.0,2508.0,12.0
448,2003,00-0001545,T.Bouman,16,7.0,0.0,2.0,75.0,1.0
449,2003,00-0001611,B.Boyer,1,0.0,0.0,0.0,0.0,0.0
450,2003,00-0001823,A.Brooks,606,306.0,8.0,34.0,3495.0,27.0
451,2003,00-0002099,I.Bruce,2,2.0,0.0,0.0,66.0,0.0
452,2003,00-0002110,M.Brunell,99,54.0,0.0,9.0,461.0,2.0
453,2003,00-0002876,C.Chandler,217,107.0,7.0,14.0,953.0,3.0
454,2003,00-0003292,K.Collins,571,284.0,16.0,28.0,3003.0,14.0
455,2003,00-0003315,T.Collins,12,9.0,0.0,0.0,74.0,0.0
456,2003,00-0003535,T.Couch,248,120.0,6.0,19.0,1227.0,10.0
457,2003,00-0003739,D.Culpepper,540,295.0,11.0,37.0,3496.0,29.0
458,2003,00-0004161,J.Delhomme,633,325.0,17.0,31.0,4026.0,31.0
459,2003,00-0004229,K.Detmer,23,10.0,1.0,1.0,112.0,0.0
460,2003,00-0004293,T.Dilfer,10,4.0,1.0,1.0,23.0,1.0
461,2003,00-0004640,W.Dunn,1,0.0,0.0,1.0,-3.0,0.0
462,2003,00-0005091,K.Faulk,1,0.0,0.0,0.0,0.0,0.0
463,2003,00-0005106,B.Favre,584,349.0,22.0,20.0,3735.0,37.0
464,2003,00-0005180,J.Fiedler,360,179.0,13.0,19.0,2061.0,14.0
465,2003,00-0005363,D.Flutie,187,91.0,4.0,8.0,1121.0,9.0
466,2003,00-0005589,G.Frerotte,76,38.0,2.0,5.0,674.0,7.0
467,2003,00-0005741,R.Gannon,259,125.0,4.0,17.0,1202.0,6.0
468,2003,00-0005755,J.Garcia,437,225.0,13.0,21.0,2686.0,20.0
469,2003,00-0006043,T.Glenn,1,0.0,0.0,0.0,0.0,0.0
470,2003,00-0006355,T.Green,612,348.0,12.0,20.0,4160.0,26.0
471,2003,00-0006423,B.Griese,151,74.0,6.0,12.0,747.0,6.0
472,2003,00-0006627,A.Hakim,1,1.0,0.0,0.0,21.0,0.0
473,2003,00-0007091,M.Hasselbeck,646,338.0,16.0,44.0,3998.0,30.0
474,2003,00-0007308,C.Hentrich,5,2.0,0.0,0.0,25.0,0.0
475,2003,00-0007576,K.Holcomb,340,193.0,12.0,21.0,1639.0,12.0
476,2003,00-0007661,P.Holmes,1,0.0,0.0,0.0,0.0,0.0
477,2003,00-0007744,J.Horn,1,1.0,0.0,0.0,14.0,0.0
478,2003,00-0007834,B.Huard,10,6.0,0.0,1.0,45.0,0.0
479,2003,00-0007835,D.Huard,1,0.0,0.0,0.0,0.0,0.0
480,2003,00-0008442,B.Johnson,631,354.0,21.0,20.0,3731.0,31.0
481,2003,00-0008560,K.Johnson,1,0.0,0.0,0.0,0.0,0.0
482,2003,00-0008612,R.Johnson,28,11.0,1.0,4.0,93.0,0.0
483,2003,00-0009007,D.Kanell,113,53.0,5.0,2.0,427.0,2.0
484,2003,00-0009266,S.King,26,15.0,1.0,3.0,106.0,1.0
485,2003,00-0009311,J.Kitna,599,324.0,15.0,37.0,3439.0,28.0
486,2003,00-0010240,S.Mack,1,0.0,1.0,0.0,0.0,0.0
487,2003,00-0010261,T.Maddox,597,298.0,17.0,41.0,3191.0,21.0
488,2003,00-0010346,P.Manning,736,446.0,14.0,23.0,5081.0,39.0
489,2003,00-0011022,D.McNabb,676,306.0,14.0,55.0,3635.0,19.0
490,2003,00-0011024,S.McNair,510,282.0,11.0,22.0,3584.0,30.0
491,2003,00-0011279,J.Miller,1,1.0,0.0,0.0,81.0,1.0
492,2003,00-0011378,R.Mirer,258,116.0,5.0,22.0,1178.0,3.0
493,2003,00-0011463,C.Mohr,1,0.0,0.0,0.0,0.0,0.0
494,2003,00-0011754,R.Moss,1,0.0,0.0,0.0,0.0,0.0
495,2003,00-0012261,N.O'Donnell,27,18.0,1.0,0.0,232.0,2.0
496,2003,00-0012726,D.Pederson,2,2.0,0.0,0.0,16.0,0.0
497,2003,00-0012732,R.Peete,13,4.0,0.0,3.0,-1.0,0.0
498,2003,00-0013042,J.Plummer,376,212.0,9.0,16.0,2371.0,17.0
499,2003,00-0013639,J.Rice,1,0.0,0.0,0.0,0.0,0.0
500,2003,00-0014115,M.Royals,1,0.0,1.0,0.0,0.0,0.0
501,2003,00-0014377,T.Sauerbrun,2,0.0,0.0,0.0,0.0,0.0
502,2003,00-0014489,B.Schroeder,1,0.0,0.0,0.0,0.0,0.0
503,2003,00-0015290,R.Smith,1,1.0,0.0,0.0,72.0,0.0
504,2003,00-0015700,K.Stewart,287,126.0,12.0,25.0,1325.0,9.0
505,2003,00-0015842,D.Stryzinski,1,0.0,0.0,0.0,0.0,0.0
506,2003,00-0016193,V.Testaverde,213,123.0,2.0,6.0,1350.0,8.0
507,2003,00-0016838,A.Van Pelt,13,5.0,3.0,1.0,42.0,0.0
508,2003,00-0017200,K.Warner,71,38.0,1.0,6.0,327.0,2.0
509,2003,00-0018272,A.Wright,253,114.0,10.0,21.0,1368.0,10.0
510,2003,00-0018343,F.Wycheck,1,0.0,0.0,1.0,-10.0,0.0
511,2003,00-0019019,M.Knorr,1,0.0,0.0,0.0,0.0,0.0
512,2003,00-0019041,B.Volek,77,44.0,1.0,6.0,509.0,6.0
513,2003,00-0019087,D.Johnson,282,136.0,12.0,19.0,1551.0,8.0
514,2003,00-0019192,T.Brown,22,14.0,1.0,1.0,158.0,0.0
515,2003,00-0019242,D.Looker,1,1.0,0.0,0.0,11.0,0.0
516,2003,00-0019539,D.Hall,1,0.0,0.0,1.0,-2.0,0.0
517,2003,00-0019559,C.Pennington,342,189.0,12.0,25.0,2017.0,15.0
518,2003,00-0019596,T.Brady,720,392.0,14.0,32.0,4232.0,30.0
519,2003,00-0019599,M.Bulger,650,363.0,25.0,39.0,3966.0,24.0
520,2003,00-0019623,T.Rattay,130,73.0,2.0,7.0,802.0,7.0
521,2003,00-0019633,T.Martin,19,6.0,1.0,1.0,77.0,0.0
522,2003,00-0019650,D.Northcutt,1,0.0,0.0,0.0,0.0,0.0
523,2003,00-0019682,J.Jackson,11,4.0,1.0,0.0,50.0,0.0
524,2003,00-0019709,C.Redman,20,7.0,2.0,6.0,13.0,0.0
525,2003,00-0019794,A.Cason,1,1.0,0.0,0.0,37.0,0.0
526,2003,00-0019816,T.Hasselbeck,206,95.0,7.0,9.0,1014.0,5.0
527,2003,00-0019976,D.Bennett,1,1.0,0.0,0.0,14.0,0.0
528,2003,00-0020245,M.Vick,141,50.0,3.0,9.0,711.0,4.0
529,2003,00-0020267,N.Harris,1,0.0,0.0,0.0,0.0,0.0
530,2003,00-0020308,M.McMahon,39,9.0,2.0,2.0,111.0,0.0
531,2003,00-0020337,S.Smith,1,0.0,0.0,0.0,0.0,0.0
532,2003,00-0020404,Q.Carter,635,313.0,22.0,40.0,3506.0,21.0
533,2003,00-0020405,M.Tuiasosopo,52,25.0,3.0,2.0,331.0,0.0
534,2003,00-0020452,C.Wilson,1,1.0,0.0,0.0,6.0,0.0
535,2003,00-0020471,T.Henry,1,0.0,1.0,0.0,0.0,0.0
536,2003,00-0020480,S.Rosenfels,7,4.0,0.0,0.0,50.0,1.0
537,2003,00-0020483,J.Palmer,135,60.0,4.0,16.0,463.0,4.0
538,2003,00-0020497,F.Mitchell,1,1.0,0.0,0.0,25.0,1.0
539,2003,00-0020525,R.Gardner,3,2.0,0.0,0.0,46.0,2.0
540,2003,00-0020527,D.McAllister,2,0.0,0.0,0.0,0.0,0.0
541,2003,00-0020531,D.Brees,401,205.0,15.0,21.0,1986.0,12.0
542,2003,00-0020536,L.Tomlinson,1,1.0,0.0,0.0,21.0,1.0
543,2003,00-0020562,C.Hutchinson,2,1.0,0.0,0.0,8.0,0.0
544,2003,00-0020608,D.Carr,341,167.0,13.0,15.0,2059.0,12.0
545,2003,00-0020780,F.Jackson,1,0.0,0.0,0.0,0.0,0.0
546,2003,00-0020973,W.Dantzler,2,0.0,0.0,1.0,-5.0,0.0
547,2003,00-0021141,J.Harrington,605,309.0,22.0,9.0,2929.0,21.0
548,2003,00-0021163,J.Gaffney,1,0.0,0.0,0.0,0.0,0.0
549,2003,00-0021190,A.Randle El,4,3.0,0.0,0.0,6.0,0.0
550,2003,00-0021206,J.McCown,219,95.0,6.0,25.0,950.0,6.0
551,2003,00-0021231,D.Garrard,12,9.0,0.0,0.0,86.0,1.0
552,2003,00-0021238,R.Davey,9,3.0,0.0,0.0,31.0,0.0
553,2003,00-0021271,K.Kittner,130,44.0,6.0,5.0,366.0,3.0
554,2003,00-0021353,D.Givens,1,0.0,1.0,0.0,0.0,0.0
555,2003,00-0021376,T.Duckett,1,0.0,0.0,0.0,0.0,0.0
556,2003,00-0021379,P.Ramsey,392,179.0,9.0,30.0,2025.0,16.0
557,2003,00-0022057,L.Toefield,2,1.0,0.0,0.0,32.0,0.0
558,2003,00-0022084,A.Boldin,1,0.0,1.0,0.0,0.0,0.0
559,2003,00-0022091,D.Ragone,55,20.0,1.0,8.0,147.0,0.0
560,2003,00-0022112,G.Hamdan,3,1.0,0.0,1.0,5.0,0.0
561,2003,00-0022121,R.Grossman,80,38.0,1.0,4.0,396.0,2.0
562,2003,00-0022164,K.Boller,278,116.0,9.0,17.0,1231.0,8.0
563,2003,00-0022177,B.Leftwich,477,239.0,16.0,19.0,2840.0,16.0
564,2004,00-0000339,R.Anderson,1,1.0,0.0,0.0,26.0,1.0
565,2004,00-0000722,T.Banks,2,1.0,0.0,0.0,16.0,0.0
566,2004,00-0000849,M.Bartrum,1,0.0,0.0,0.0,0.0,0.0
567,2004,00-0001215,J.Bettis,1,1.0,0.0,0.0,10.0,1.0
568,2004,00-0001335,J.Blake,40,18.0,1.0,2.0,117.0,2.0
569,2004,00-0001361,D.Bledsoe,504,256.0,16.0,37.0,2761.0,22.0
570,2004,00-0001477,M.Booker,1,1.0,0.0,0.0,48.0,0.0
571,2004,00-0001823,A.Brooks,648,309.0,16.0,41.0,3747.0,23.0
572,2004,00-0002099,I.Bruce,2,0.0,0.0,0.0,0.0,0.0
573,2004,00-0002110,M.Brunell,271,118.0,6.0,15.0,1126.0,9.0
574,2004,00-0002876,C.Chandler,72,35.0,8.0,7.0,411.0,2.0
575,2004,00-0003292,K.Collins,586,289.0,20.0,25.0,3391.0,25.0
576,2004,00-0003315,T.Collins,5,1.0,0.0,0.0,42.0,0.0
577,2004,00-0003739,D.Culpepper,763,422.0,13.0,52.0,5366.0,45.0
578,2004,00-0004161,J.Delhomme,612,310.0,15.0,33.0,3713.0,32.0
579,2004,00-0004229,K.Detmer,48,19.0,2.0,2.0,196.0,0.0
580,2004,00-0004293,T.Dilfer,69,25.0,3.0,4.0,333.0,1.0
581,2004,00-0004640,W.Dunn,1,1.0,0.0,0.0,2.0,0.0
582,2004,00-0005106,B.Favre,615,368.0,21.0,14.0,4232.0,32.0
583,2004,00-0005113,J.Feagles,1,0.0,0.0,0.0,0.0,0.0
584,2004,00-0005180,J.Fiedler,234,101.0,8.0,25.0,1081.0,9.0
585,2004,00-0005363,D.Flutie,38,20.0,0.0,1.0,269.0,1.0
586,2004,00-0005589,G.Frerotte,2,0.0,0.0,0.0,0.0,0.0
587,2004,00-0005741,R.Gannon,80,41.0,2.0,5.0,536.0,3.0
588,2004,00-0005755,J.Garcia,308,144.0,9.0,24.0,1743.0,12.0
589,2004,00-0006043,T.Glenn,1,0.0,0.0,0.0,0.0,0.0
590,2004,00-0006305,A.Green,1,1.0,0.0,0.0,20.0,1.0
591,2004,00-0006355,T.Green,638,369.0,17.0,32.0,4440.0,28.0
592,2004,00-0006423,B.Griese,396,233.0,12.0,26.0,2489.0,23.0
593,2004,00-0007091,M.Hasselbeck,585,306.0,16.0,33.0,3666.0,25.0
594,2004,00-0007308,C.Hentrich,4,2.0,0.0,0.0,10.0,0.0
595,2004,00-0007576,K.Holcomb,98,59.0,5.0,5.0,706.0,8.0
596,2004,00-0008442,B.Johnson,124,65.0,3.0,8.0,643.0,4.0
597,2004,00-0008561,K.Johnson,2,1.0,1.0,0.0,14.0,0.0
598,2004,00-0009266,S.King,101,47.0,4.0,6.0,482.0,1.0
599,2004,00-0009311,J.Kitna,120,61.0,4.0,6.0,622.0,6.0
600,2004,00-0010261,T.Maddox,75,30.0,2.0,6.0,308.0,2.0
601,2004,00-0010346,P.Manning,633,390.0,12.0,15.0,5170.0,53.0
602,2004,00-0010455,J.Martin,36,16.0,0.0,2.0,182.0,0.0
603,2004,00-0010560,S.Matthews,3,2.0,0.0,0.0,44.0,1.0
604,2004,00-0010668,K.McCardell,1,0.0,0.0,0.0,0.0,0.0
605,2004,00-0011022,D.McNabb,677,368.0,11.0,39.0,4642.0,41.0
606,2004,00-0011024,S.McNair,252,129.0,9.0,13.0,1365.0,8.0
607,2004,00-0011463,C.Mohr,3,2.0,0.0,0.0,24.0,0.0
608,2004,00-0011626,B.Moorman,3,1.0,0.0,0.0,24.0,0.0
609,2004,00-0011754,R.Moss,2,1.0,1.0,0.0,37.0,0.0
610,2004,00-0012726,D.Pederson,26,11.0,2.0,0.0,129.0,0.0
611,2004,00-0012732,R.Peete,1,1.0,0.0,0.0,3.0,0.0
612,2004,00-0013042,J.Plummer,624,327.0,21.0,18.0,4358.0,30.0
613,2004,00-0013232,P.Price,1,1.0,0.0,0.0,25.0,0.0
614,2004,00-0013268,R.Proehl,1,0.0,0.0,0.0,0.0,0.0
615,2004,00-0013338,J.Quinn,123,51.0,3.0,15.0,307.0,1.0
616,2004,00-0015165,E.Smith,1,1.0,0.0,0.0,21.0,1.0
617,2004,00-0016193,V.Testaverde,558,296.0,20.0,34.0,3377.0,21.0
618,2004,00-0016919,A.Vinatieri,1,1.0,0.0,0.0,4.0,1.0
619,2004,00-0017200,K.Warner,336,174.0,4.0,39.0,1866.0,7.0
620,2004,00-0017693,J.Wilkins,1,0.0,0.0,0.0,0.0,0.0
621,2004,00-0019041,B.Volek,402,218.0,10.0,30.0,2294.0,21.0
622,2004,00-0019087,D.Johnson,13,6.0,0.0,1.0,62.0,0.0
623,2004,00-0019484,S.Morris,1,0.0,0.0,1.0,-9.0,0.0
624,2004,00-0019490,P.Edinger,1,0.0,1.0,0.0,0.0,0.0
625,2004,00-0019559,C.Pennington,503,286.0,10.0,23.0,3130.0,18.0
626,2004,00-0019596,T.Brady,622,343.0,14.0,33.0,4083.0,35.0
627,2004,00-0019599,M.Bulger,650,362.0,16.0,50.0,4302.0,30.0
628,2004,00-0019623,T.Rattay,389,198.0,10.0,37.0,2017.0,13.0
629,2004,00-0019976,D.Bennett,1,1.0,0.0,0.0,26.0,1.0
630,2004,00-0020245,M.Vick,514,204.0,13.0,51.0,2873.0,20.0
631,2004,00-0020305,A.Feeley,401,191.0,15.0,23.0,1774.0,17.0
632,2004,00-0020308,M.McMahon,18,11.0,1.0,1.0,79.0,0.0
633,2004,00-0020337,S.Smith,1,0.0,0.0,0.0,0.0,0.0
634,2004,00-0020404,Q.Carter,76,35.0,1.0,12.0,438.0,3.0
635,2004,00-0020462,L.Jordan,1,0.0,1.0,0.0,0.0,0.0
636,2004,00-0020480,S.Rosenfels,43,16.0,3.0,3.0,248.0,2.0
637,2004,00-0020525,R.Gardner,3,0.0,0.0,0.0,0.0,0.0
638,2004,00-0020531,D.Brees,503,293.0,8.0,20.0,3398.0,29.0
639,2004,00-0020536,L.Tomlinson,3,1.0,0.0,1.0,37.0,0.0
640,2004,00-0020562,C.Hutchinson,197,92.0,3.0,23.0,746.0,6.0
641,2004,00-0020608,D.Carr,584,285.0,14.0,49.0,3510.0,18.0
642,2004,00-0020780,F.Jackson,1,0.0,0.0,0.0,0.0,0.0
643,2004,00-0020964,T.Fisher,1,1.0,0.0,0.0,8.0,1.0
644,2004,00-0020984,R.Hymes,1,0.0,0.0,0.0,0.0,0.0
645,2004,00-0021141,J.Harrington,576,274.0,12.0,36.0,2994.0,22.0
646,2004,00-0021163,J.Gaffney,3,0.0,0.0,0.0,0.0,0.0
647,2004,00-0021179,C.Portis,2,1.0,0.0,0.0,15.0,1.0
648,2004,00-0021190,A.Randle El,1,1.0,0.0,0.0,10.0,1.0
649,2004,00-0021206,J.McCown,487,233.0,10.0,31.0,2339.0,13.0
650,2004,00-0021216,B.Westbrook,1,0.0,0.0,1.0,-4.0,0.0
651,2004,00-0021231,D.Garrard,90,38.0,1.0,6.0,398.0,3.0
652,2004,00-0021238,R.Davey,11,4.0,0.0,0.0,57.0,0.0
653,2004,00-0021277,C.Nall,36,23.0,0.0,2.0,306.0,4.0
654,2004,00-0021337,R.Curry,1,0.0,0.0,0.0,0.0,0.0
655,2004,00-0021379,P.Ramsey,313,169.0,11.0,23.0,1550.0,10.0
656,2004,00-0021429,C.Palmer,478,263.0,18.0,25.0,2776.0,22.0
657,2004,00-0021488,M.McBriar,1,0.0,0.0,0.0,0.0,0.0
658,2004,00-0022005,C.Simms,90,42.0,3.0,10.0,412.0,1.0
659,2004,00-0022017,M.Scifres,1,0.0,1.0,0.0,0.0,0.0
660,2004,00-0022026,B.Bollinger,11,5.0,0.0,1.0,54.0,0.0
661,2004,00-0022039,K.Dorsey,252,123.0,9.0,13.0,1142.0,8.0
662,2004,00-0022057,L.Toefield,1,0.0,0.0,1.0,-7.0,0.0
663,2004,00-0022101,St. Pierre,1,0.0,0.0,0.0,0.0,0.0
664,2004,00-0022121,R.Grossman,99,47.0,3.0,5.0,613.0,1.0
665,2004,00-0022164,K.Boller,540,258.0,11.0,35.0,2484.0,16.0
666,2004,00-0022177,B.Leftwich,536,267.0,10.0,25.0,2966.0,18.0
667,2004,00-0022181,D.Henson,22,10.0,1.0,2.0,59.0,2.0
668,2004,00-0022217,M.Moore,1,0.0,0.0,0.0,0.0,0.0
669,2004,00-0022731,C.Pickett,13,4.0,2.0,2.0,46.0,0.0
670,2004,00-0022744,J.Sorgi,31,17.0,0.0,1.0,167.0,2.0
671,2004,00-0022766,P.Crayton,1,0.0,1.0,0.0,0.0,0.0
672,2004,00-0022787,M.Schaub,80,33.0,4.0,4.0,337.0,1.0
673,2004,00-0022803,E.Manning,226,95.0,9.0,13.0,996.0,6.0
674,2004,00-0022818,C.Krenzel,168,59.0,6.0,23.0,598.0,4.0
675,2004,00-0022827,J.Navarre,47,18.0,4.0,1.0,160.0,1.0
676,2004,00-0022864,L.McCown,121,48.0,7.0,12.0,499.0,4.0
677,2004,00-0022883,A.Echemandu,1,0.0,0.0,0.0,0.0,0.0
678,2004,00-0022909,R.Williams,1,0.0,0.0,0.0,0.0,0.0
679,2004,00-0022912,J.Losman,8,3.0,1.0,1.0,47.0,0.0
680,2004,00-0022921,L.Fitzgerald,1,0.0,0.0,1.0,-7.0,0.0
681,2004,00-0022924,B.Roethlisberger,431,227.0,16.0,32.0,2975.0,25.0
682,2004,00-0022942,P.Rivers,9,5.0,0.0,1.0,23.0,1.0
683,2005,00-0000722,T.Banks,25,14.0,2.0,0.0,173.0,2.0
684,2005,00-0000745,T.Barber,1,0.0,0.0,0.0,0.0,0.0
685,2005,00-0000865,C.Batch,42,23.0,1.0,1.0,274.0,1.0
686,2005,00-0001215,J.Bettis,1,0.0,0.0,0.0,0.0,0.0
687,2005,00-0001335,J.Blake,9,8.0,0.0,0.0,55.0,1.0
688,2005,00-0001361,D.Bledsoe,598,300.0,17.0,49.0,3394.0,27.0
689,2005,00-0001477,M.Booker,1,0.0,0.0,0.0,0.0,0.0
